ID,Category
1115.JPEG,"('pomegranate', 'n07768694')"
11150.JPEG,"('school_bus', 'n04146614')"
11151.JPEG,"('backpack', 'n02769748')"
11152.JPEG,"('school_bus', 'n04146614')"
11153.JPEG,"('backpack', 'n02769748')"
11154.JPEG,"('candle', 'n02948072')"
11155.JPEG,"('backpack', 'n02769748')"
11156.JPEG,"('backpack', 'n02769748')"
11157.JPEG,"('school_bus', 'n04146614')"
11158.JPEG,"('spider_web', 'n04275548')"
11159.JPEG,"('backpack', 'n02769748')"
1116.JPEG,"('birdhouse', 'n02843684')"
11160.JPEG,"('backpack', 'n02769748')"
11161.JPEG,"('backpack', 'n02769748')"
11162.JPEG,"('gasmask', 'n03424325')"
11163.JPEG,"('backpack', 'n02769748')"
11164.JPEG,"('backpack', 'n02769748')"
11165.JPEG,"('backpack', 'n02769748')"
11166.JPEG,"('backpack', 'n02769748')"
11167.JPEG,"('backpack', 'n02769748')"
11168.JPEG,"('school_bus', 'n04146614')"
11169.JPEG,"('backpack', 'n02769748')"
1117.JPEG,"('bell_pepper', 'n07720875')"
11170.JPEG,"('backpack', 'n02769748')"
11171.JPEG,"('school_bus', 'n04146614')"
11172.JPEG,"('backpack', 'n02769748')"
11173.JPEG,"('school_bus', 'n04146614')"
11174.JPEG,"('school_bus', 'n04146614')"
11175.JPEG,"('backpack', 'n02769748')"
11176.JPEG,"('school_bus', 'n04146614')"
11177.JPEG,"('school_bus', 'n04146614')"
11178.JPEG,"('backpack', 'n02769748')"
11179.JPEG,"('backpack', 'n02769748')"
1118.JPEG,"('tractor', 'n04465501')"
11180.JPEG,"('backpack', 'n02769748')"
11181.JPEG,"('backpack', 'n02769748')"
11182.JPEG,"('school_bus', 'n04146614')"
11183.JPEG,"('school_bus', 'n04146614')"
11184.JPEG,"('backpack', 'n02769748')"
11185.JPEG,"('spider_web', 'n04275548')"
11186.JPEG,"('sandal', 'n04133789')"
11187.JPEG,"('backpack', 'n02769748')"
11188.JPEG,"('backpack', 'n02769748')"
11189.JPEG,"('backpack', 'n02769748')"
1119.JPEG,"('spider_web', 'n04275548')"
11190.JPEG,"('lawn_mower', 'n03649909')"
11191.JPEG,"('backpack', 'n02769748')"
11192.JPEG,"('backpack', 'n02769748')"
11193.JPEG,"('school_bus', 'n04146614')"
11194.JPEG,"('spider_web', 'n04275548')"
11195.JPEG,"('backpack', 'n02769748')"
11196.JPEG,"('backpack', 'n02769748')"
11197.JPEG,"('school_bus', 'n04146614')"
11198.JPEG,"('beacon', 'n02814860')"
11199.JPEG,"('backpack', 'n02769748')"
112.JPEG,"('school_bus', 'n04146614')"
1120.JPEG,"('Chihuahua', 'n02085620')"
11200.JPEG,"('spider_web', 'n04275548')"
11201.JPEG,"('school_bus', 'n04146614')"
11202.JPEG,"('backpack', 'n02769748')"
11203.JPEG,"('sandal', 'n04133789')"
11204.JPEG,"('backpack', 'n02769748')"
11205.JPEG,"('backpack', 'n02769748')"
11206.JPEG,"('school_bus', 'n04146614')"
11207.JPEG,"('beacon', 'n02814860')"
11208.JPEG,"('backpack', 'n02769748')"
11209.JPEG,"('birdhouse', 'n02843684')"
1121.JPEG,"('basketball', 'n02802426')"
11210.JPEG,"('backpack', 'n02769748')"
11211.JPEG,"('school_bus', 'n04146614')"
11212.JPEG,"('backpack', 'n02769748')"
11213.JPEG,"('backpack', 'n02769748')"
11214.JPEG,"('backpack', 'n02769748')"
11215.JPEG,"('backpack', 'n02769748')"
11216.JPEG,"('backpack', 'n02769748')"
11217.JPEG,"('backpack', 'n02769748')"
11218.JPEG,"('backpack', 'n02769748')"
11219.JPEG,"('backpack', 'n02769748')"
1122.JPEG,"('spider_web', 'n04275548')"
11220.JPEG,"('backpack', 'n02769748')"
11221.JPEG,"('broom', 'n02906734')"
11222.JPEG,"('backpack', 'n02769748')"
11223.JPEG,"('backpack', 'n02769748')"
11224.JPEG,"('backpack', 'n02769748')"
11225.JPEG,"('school_bus', 'n04146614')"
11226.JPEG,"('backpack', 'n02769748')"
11227.JPEG,"('backpack', 'n02769748')"
11228.JPEG,"('lawn_mower', 'n03649909')"
11229.JPEG,"('backpack', 'n02769748')"
1123.JPEG,"('pomegranate', 'n07768694')"
11230.JPEG,"('backpack', 'n02769748')"
11231.JPEG,"('school_bus', 'n04146614')"
11232.JPEG,"('backpack', 'n02769748')"
11233.JPEG,"('backpack', 'n02769748')"
11234.JPEG,"('backpack', 'n02769748')"
11235.JPEG,"('backpack', 'n02769748')"
11236.JPEG,"('backpack', 'n02769748')"
11237.JPEG,"('school_bus', 'n04146614')"
11238.JPEG,"('school_bus', 'n04146614')"
11239.JPEG,"('backpack', 'n02769748')"
1124.JPEG,"('gazelle', 'n02423022')"
11240.JPEG,"('backpack', 'n02769748')"
11241.JPEG,"('backpack', 'n02769748')"
11242.JPEG,"('backpack', 'n02769748')"
11243.JPEG,"('backpack', 'n02769748')"
11244.JPEG,"('backpack', 'n02769748')"
11245.JPEG,"('backpack', 'n02769748')"
11246.JPEG,"('backpack', 'n02769748')"
11247.JPEG,"('backpack', 'n02769748')"
11248.JPEG,"('backpack', 'n02769748')"
11249.JPEG,"('school_bus', 'n04146614')"
1125.JPEG,"('spider_web', 'n04275548')"
11250.JPEG,"('backpack', 'n02769748')"
11251.JPEG,"('backpack', 'n02769748')"
11252.JPEG,"('backpack', 'n02769748')"
11253.JPEG,"('backpack', 'n02769748')"
11254.JPEG,"('school_bus', 'n04146614')"
11255.JPEG,"('backpack', 'n02769748')"
11256.JPEG,"('backpack', 'n02769748')"
11257.JPEG,"('cannon', 'n02950826')"
11258.JPEG,"('backpack', 'n02769748')"
11259.JPEG,"('backpack', 'n02769748')"
1126.JPEG,"('school_bus', 'n04146614')"
11260.JPEG,"('bell_pepper', 'n07720875')"
11261.JPEG,"('school_bus', 'n04146614')"
11262.JPEG,"('monarch', 'n02279972')"
11263.JPEG,"('school_bus', 'n04146614')"
11264.JPEG,"('spider_web', 'n04275548')"
11265.JPEG,"('school_bus', 'n04146614')"
11266.JPEG,"('backpack', 'n02769748')"
11267.JPEG,"('school_bus', 'n04146614')"
11268.JPEG,"('backpack', 'n02769748')"
11269.JPEG,"('hog', 'n02395406')"
1127.JPEG,"('spider_web', 'n04275548')"
11270.JPEG,"('school_bus', 'n04146614')"
11271.JPEG,"('sandal', 'n04133789')"
11272.JPEG,"('school_bus', 'n04146614')"
11273.JPEG,"('backpack', 'n02769748')"
11274.JPEG,"('school_bus', 'n04146614')"
11275.JPEG,"('spider_web', 'n04275548')"
11276.JPEG,"('backpack', 'n02769748')"
11277.JPEG,"('spider_web', 'n04275548')"
11278.JPEG,"('backpack', 'n02769748')"
11279.JPEG,"('school_bus', 'n04146614')"
1128.JPEG,"('fly', 'n02190166')"
11280.JPEG,"('backpack', 'n02769748')"
11281.JPEG,"('backpack', 'n02769748')"
11282.JPEG,"('backpack', 'n02769748')"
11283.JPEG,"('backpack', 'n02769748')"
11284.JPEG,"('backpack', 'n02769748')"
11285.JPEG,"('school_bus', 'n04146614')"
11286.JPEG,"('backpack', 'n02769748')"
11287.JPEG,"('backpack', 'n02769748')"
11288.JPEG,"('school_bus', 'n04146614')"
11289.JPEG,"('backpack', 'n02769748')"
1129.JPEG,"('pomegranate', 'n07768694')"
11290.JPEG,"('cannon', 'n02950826')"
11291.JPEG,"('spider_web', 'n04275548')"
11292.JPEG,"('backpack', 'n02769748')"
11293.JPEG,"('backpack', 'n02769748')"
11294.JPEG,"('school_bus', 'n04146614')"
11295.JPEG,"('backpack', 'n02769748')"
11296.JPEG,"('monarch', 'n02279972')"
11297.JPEG,"('backpack', 'n02769748')"
11298.JPEG,"('backpack', 'n02769748')"
11299.JPEG,"('school_bus', 'n04146614')"
113.JPEG,"('baboon', 'n02486410')"
1130.JPEG,"('spider_web', 'n04275548')"
11300.JPEG,"('backpack', 'n02769748')"
11301.JPEG,"('backpack', 'n02769748')"
11302.JPEG,"('backpack', 'n02769748')"
11303.JPEG,"('backpack', 'n02769748')"
11304.JPEG,"('backpack', 'n02769748')"
11305.JPEG,"('backpack', 'n02769748')"
11306.JPEG,"('backpack', 'n02769748')"
11307.JPEG,"('backpack', 'n02769748')"
11308.JPEG,"('backpack', 'n02769748')"
11309.JPEG,"('backpack', 'n02769748')"
1131.JPEG,"('bell_pepper', 'n07720875')"
11310.JPEG,"('backpack', 'n02769748')"
11311.JPEG,"('school_bus', 'n04146614')"
11312.JPEG,"('backpack', 'n02769748')"
11313.JPEG,"('spider_web', 'n04275548')"
11314.JPEG,"('backpack', 'n02769748')"
11315.JPEG,"('backpack', 'n02769748')"
11316.JPEG,"('backpack', 'n02769748')"
11317.JPEG,"('school_bus', 'n04146614')"
11318.JPEG,"('backpack', 'n02769748')"
11319.JPEG,"('backpack', 'n02769748')"
1132.JPEG,"('school_bus', 'n04146614')"
11320.JPEG,"('backpack', 'n02769748')"
11321.JPEG,"('backpack', 'n02769748')"
11322.JPEG,"('backpack', 'n02769748')"
11323.JPEG,"('school_bus', 'n04146614')"
11324.JPEG,"('king_penguin', 'n02056570')"
11325.JPEG,"('school_bus', 'n04146614')"
11326.JPEG,"('backpack', 'n02769748')"
11327.JPEG,"('school_bus', 'n04146614')"
11328.JPEG,"('lawn_mower', 'n03649909')"
11329.JPEG,"('backpack', 'n02769748')"
1133.JPEG,"('bell_pepper', 'n07720875')"
11330.JPEG,"('school_bus', 'n04146614')"
11331.JPEG,"('candle', 'n02948072')"
11332.JPEG,"('school_bus', 'n04146614')"
11333.JPEG,"('backpack', 'n02769748')"
11334.JPEG,"('backpack', 'n02769748')"
11335.JPEG,"('school_bus', 'n04146614')"
11336.JPEG,"('spider_web', 'n04275548')"
11337.JPEG,"('school_bus', 'n04146614')"
11338.JPEG,"('school_bus', 'n04146614')"
11339.JPEG,"('backpack', 'n02769748')"
1134.JPEG,"('baboon', 'n02486410')"
11340.JPEG,"('backpack', 'n02769748')"
11341.JPEG,"('backpack', 'n02769748')"
11342.JPEG,"('spider_web', 'n04275548')"
11343.JPEG,"('school_bus', 'n04146614')"
11344.JPEG,"('backpack', 'n02769748')"
11345.JPEG,"('backpack', 'n02769748')"
11346.JPEG,"('backpack', 'n02769748')"
11347.JPEG,"('school_bus', 'n04146614')"
11348.JPEG,"('backpack', 'n02769748')"
11349.JPEG,"('school_bus', 'n04146614')"
1135.JPEG,"('pomegranate', 'n07768694')"
11350.JPEG,"('backpack', 'n02769748')"
11351.JPEG,"('beacon', 'n02814860')"
11352.JPEG,"('backpack', 'n02769748')"
11353.JPEG,"('backpack', 'n02769748')"
11354.JPEG,"('backpack', 'n02769748')"
11355.JPEG,"('monarch', 'n02279972')"
11356.JPEG,"('backpack', 'n02769748')"
11357.JPEG,"('backpack', 'n02769748')"
11358.JPEG,"('backpack', 'n02769748')"
11359.JPEG,"('backpack', 'n02769748')"
1136.JPEG,"('jellyfish', 'n01910747')"
11360.JPEG,"('beacon', 'n02814860')"
11361.JPEG,"('backpack', 'n02769748')"
11362.JPEG,"('backpack', 'n02769748')"
11363.JPEG,"('spider_web', 'n04275548')"
11364.JPEG,"('school_bus', 'n04146614')"
11365.JPEG,"('backpack', 'n02769748')"
11366.JPEG,"('spider_web', 'n04275548')"
11367.JPEG,"('school_bus', 'n04146614')"
11368.JPEG,"('backpack', 'n02769748')"
11369.JPEG,"('backpack', 'n02769748')"
1137.JPEG,"('espresso', 'n07920052')"
11370.JPEG,"('backpack', 'n02769748')"
11371.JPEG,"('backpack', 'n02769748')"
11372.JPEG,"('school_bus', 'n04146614')"
11373.JPEG,"('school_bus', 'n04146614')"
11374.JPEG,"('backpack', 'n02769748')"
11375.JPEG,"('backpack', 'n02769748')"
11376.JPEG,"('backpack', 'n02769748')"
11377.JPEG,"('backpack', 'n02769748')"
11378.JPEG,"('backpack', 'n02769748')"
11379.JPEG,"('backpack', 'n02769748')"
1138.JPEG,"('spider_web', 'n04275548')"
11380.JPEG,"('backpack', 'n02769748')"
11381.JPEG,"('school_bus', 'n04146614')"
11382.JPEG,"('cannon', 'n02950826')"
11383.JPEG,"('backpack', 'n02769748')"
11384.JPEG,"('backpack', 'n02769748')"
11385.JPEG,"('backpack', 'n02769748')"
11386.JPEG,"('school_bus', 'n04146614')"
11387.JPEG,"('backpack', 'n02769748')"
11388.JPEG,"('backpack', 'n02769748')"
11389.JPEG,"('hog', 'n02395406')"
1139.JPEG,"('pomegranate', 'n07768694')"
11390.JPEG,"('Labrador_retriever', 'n02099712')"
11391.JPEG,"('lawn_mower', 'n03649909')"
11392.JPEG,"('backpack', 'n02769748')"
11393.JPEG,"('spider_web', 'n04275548')"
11394.JPEG,"('school_bus', 'n04146614')"
11395.JPEG,"('backpack', 'n02769748')"
11396.JPEG,"('backpack', 'n02769748')"
11397.JPEG,"('backpack', 'n02769748')"
11398.JPEG,"('backpack', 'n02769748')"
11399.JPEG,"('hog', 'n02395406')"
114.JPEG,"('hog', 'n02395406')"
1140.JPEG,"('lawn_mower', 'n03649909')"
11400.JPEG,"('backpack', 'n02769748')"
11401.JPEG,"('backpack', 'n02769748')"
11402.JPEG,"('backpack', 'n02769748')"
11403.JPEG,"('school_bus', 'n04146614')"
11404.JPEG,"('backpack', 'n02769748')"
11405.JPEG,"('backpack', 'n02769748')"
11406.JPEG,"('school_bus', 'n04146614')"
11407.JPEG,"('backpack', 'n02769748')"
11408.JPEG,"('backpack', 'n02769748')"
11409.JPEG,"('backpack', 'n02769748')"
1141.JPEG,"('pizza', 'n07873807')"
11410.JPEG,"('backpack', 'n02769748')"
11411.JPEG,"('backpack', 'n02769748')"
11412.JPEG,"('backpack', 'n02769748')"
11413.JPEG,"('backpack', 'n02769748')"
11414.JPEG,"('hog', 'n02395406')"
11415.JPEG,"('school_bus', 'n04146614')"
11416.JPEG,"('school_bus', 'n04146614')"
11417.JPEG,"('backpack', 'n02769748')"
11418.JPEG,"('backpack', 'n02769748')"
11419.JPEG,"('backpack', 'n02769748')"
1142.JPEG,"('fly', 'n02190166')"
11420.JPEG,"('backpack', 'n02769748')"
11421.JPEG,"('school_bus', 'n04146614')"
11422.JPEG,"('lawn_mower', 'n03649909')"
11423.JPEG,"('hog', 'n02395406')"
11424.JPEG,"('backpack', 'n02769748')"
11425.JPEG,"('spider_web', 'n04275548')"
11426.JPEG,"('backpack', 'n02769748')"
11427.JPEG,"('backpack', 'n02769748')"
11428.JPEG,"('backpack', 'n02769748')"
11429.JPEG,"('backpack', 'n02769748')"
1143.JPEG,"('bell_pepper', 'n07720875')"
11430.JPEG,"('spider_web', 'n04275548')"
11431.JPEG,"('school_bus', 'n04146614')"
11432.JPEG,"('backpack', 'n02769748')"
11433.JPEG,"('school_bus', 'n04146614')"
11434.JPEG,"('backpack', 'n02769748')"
11435.JPEG,"('backpack', 'n02769748')"
11436.JPEG,"('backpack', 'n02769748')"
11437.JPEG,"('backpack', 'n02769748')"
11438.JPEG,"('backpack', 'n02769748')"
11439.JPEG,"('beacon', 'n02814860')"
1144.JPEG,"('spider_web', 'n04275548')"
11440.JPEG,"('backpack', 'n02769748')"
11441.JPEG,"('school_bus', 'n04146614')"
11442.JPEG,"('backpack', 'n02769748')"
11443.JPEG,"('American_lobster', 'n01983481')"
11444.JPEG,"('backpack', 'n02769748')"
11445.JPEG,"('backpack', 'n02769748')"
11446.JPEG,"('beacon', 'n02814860')"
11447.JPEG,"('backpack', 'n02769748')"
11448.JPEG,"('backpack', 'n02769748')"
11449.JPEG,"('backpack', 'n02769748')"
1145.JPEG,"('bell_pepper', 'n07720875')"
11450.JPEG,"('backpack', 'n02769748')"
11451.JPEG,"('candle', 'n02948072')"
11452.JPEG,"('school_bus', 'n04146614')"
11453.JPEG,"('backpack', 'n02769748')"
11454.JPEG,"('school_bus', 'n04146614')"
11455.JPEG,"('backpack', 'n02769748')"
11456.JPEG,"('backpack', 'n02769748')"
11457.JPEG,"('spider_web', 'n04275548')"
11458.JPEG,"('hog', 'n02395406')"
11459.JPEG,"('school_bus', 'n04146614')"
1146.JPEG,"('spider_web', 'n04275548')"
11460.JPEG,"('backpack', 'n02769748')"
11461.JPEG,"('backpack', 'n02769748')"
11462.JPEG,"('backpack', 'n02769748')"
11463.JPEG,"('cannon', 'n02950826')"
11464.JPEG,"('backpack', 'n02769748')"
11465.JPEG,"('school_bus', 'n04146614')"
11466.JPEG,"('backpack', 'n02769748')"
11467.JPEG,"('backpack', 'n02769748')"
11468.JPEG,"('backpack', 'n02769748')"
11469.JPEG,"('backpack', 'n02769748')"
1147.JPEG,"('spider_web', 'n04275548')"
11470.JPEG,"('backpack', 'n02769748')"
11471.JPEG,"('backpack', 'n02769748')"
11472.JPEG,"('school_bus', 'n04146614')"
11473.JPEG,"('backpack', 'n02769748')"
11474.JPEG,"('school_bus', 'n04146614')"
11475.JPEG,"('school_bus', 'n04146614')"
11476.JPEG,"('backpack', 'n02769748')"
11477.JPEG,"('backpack', 'n02769748')"
11478.JPEG,"('backpack', 'n02769748')"
11479.JPEG,"('backpack', 'n02769748')"
1148.JPEG,"('birdhouse', 'n02843684')"
11480.JPEG,"('backpack', 'n02769748')"
11481.JPEG,"('backpack', 'n02769748')"
11482.JPEG,"('backpack', 'n02769748')"
11483.JPEG,"('school_bus', 'n04146614')"
11484.JPEG,"('backpack', 'n02769748')"
11485.JPEG,"('backpack', 'n02769748')"
11486.JPEG,"('school_bus', 'n04146614')"
11487.JPEG,"('school_bus', 'n04146614')"
11488.JPEG,"('school_bus', 'n04146614')"
11489.JPEG,"('spider_web', 'n04275548')"
1149.JPEG,"('pomegranate', 'n07768694')"
11490.JPEG,"('school_bus', 'n04146614')"
11491.JPEG,"('backpack', 'n02769748')"
11492.JPEG,"('spider_web', 'n04275548')"
11493.JPEG,"('backpack', 'n02769748')"
11494.JPEG,"('backpack', 'n02769748')"
11495.JPEG,"('backpack', 'n02769748')"
11496.JPEG,"('school_bus', 'n04146614')"
11497.JPEG,"('school_bus', 'n04146614')"
11498.JPEG,"('backpack', 'n02769748')"
11499.JPEG,"('backpack', 'n02769748')"
115.JPEG,"('hog', 'n02395406')"
1150.JPEG,"('espresso', 'n07920052')"
11500.JPEG,"('barn', 'n02793495')"
11501.JPEG,"('school_bus', 'n04146614')"
11502.JPEG,"('beacon', 'n02814860')"
11503.JPEG,"('school_bus', 'n04146614')"
11504.JPEG,"('barn', 'n02793495')"
11505.JPEG,"('school_bus', 'n04146614')"
11506.JPEG,"('school_bus', 'n04146614')"
11507.JPEG,"('barn', 'n02793495')"
11508.JPEG,"('barn', 'n02793495')"
11509.JPEG,"('barn', 'n02793495')"
1151.JPEG,"('pizza', 'n07873807')"
11510.JPEG,"('school_bus', 'n04146614')"
11511.JPEG,"('school_bus', 'n04146614')"
11512.JPEG,"('barn', 'n02793495')"
11513.JPEG,"('barn', 'n02793495')"
11514.JPEG,"('school_bus', 'n04146614')"
11515.JPEG,"('school_bus', 'n04146614')"
11516.JPEG,"('barn', 'n02793495')"
11517.JPEG,"('barn', 'n02793495')"
11518.JPEG,"('barn', 'n02793495')"
11519.JPEG,"('school_bus', 'n04146614')"
1152.JPEG,"('American_lobster', 'n01983481')"
11520.JPEG,"('barn', 'n02793495')"
11521.JPEG,"('barn', 'n02793495')"
11522.JPEG,"('school_bus', 'n04146614')"
11523.JPEG,"('school_bus', 'n04146614')"
11524.JPEG,"('barn', 'n02793495')"
11525.JPEG,"('barn', 'n02793495')"
11526.JPEG,"('barn', 'n02793495')"
11527.JPEG,"('barn', 'n02793495')"
11528.JPEG,"('barn', 'n02793495')"
11529.JPEG,"('barn', 'n02793495')"
1153.JPEG,"('pizza', 'n07873807')"
11530.JPEG,"('beacon', 'n02814860')"
11531.JPEG,"('school_bus', 'n04146614')"
11532.JPEG,"('barn', 'n02793495')"
11533.JPEG,"('school_bus', 'n04146614')"
11534.JPEG,"('school_bus', 'n04146614')"
11535.JPEG,"('barn', 'n02793495')"
11536.JPEG,"('barn', 'n02793495')"
11537.JPEG,"('barn', 'n02793495')"
11538.JPEG,"('barn', 'n02793495')"
11539.JPEG,"('barn', 'n02793495')"
1154.JPEG,"('golden_retriever', 'n02099601')"
11540.JPEG,"('school_bus', 'n04146614')"
11541.JPEG,"('barn', 'n02793495')"
11542.JPEG,"('barn', 'n02793495')"
11543.JPEG,"('barn', 'n02793495')"
11544.JPEG,"('school_bus', 'n04146614')"
11545.JPEG,"('school_bus', 'n04146614')"
11546.JPEG,"('barn', 'n02793495')"
11547.JPEG,"('barn', 'n02793495')"
11548.JPEG,"('spider_web', 'n04275548')"
11549.JPEG,"('barn', 'n02793495')"
1155.JPEG,"('pizza', 'n07873807')"
11550.JPEG,"('barn', 'n02793495')"
11551.JPEG,"('barn', 'n02793495')"
11552.JPEG,"('hog', 'n02395406')"
11553.JPEG,"('school_bus', 'n04146614')"
11554.JPEG,"('school_bus', 'n04146614')"
11555.JPEG,"('school_bus', 'n04146614')"
11556.JPEG,"('barn', 'n02793495')"
11557.JPEG,"('barn', 'n02793495')"
11558.JPEG,"('school_bus', 'n04146614')"
11559.JPEG,"('barn', 'n02793495')"
1156.JPEG,"('beacon', 'n02814860')"
11560.JPEG,"('barn', 'n02793495')"
11561.JPEG,"('barn', 'n02793495')"
11562.JPEG,"('school_bus', 'n04146614')"
11563.JPEG,"('school_bus', 'n04146614')"
11564.JPEG,"('barn', 'n02793495')"
11565.JPEG,"('school_bus', 'n04146614')"
11566.JPEG,"('school_bus', 'n04146614')"
11567.JPEG,"('school_bus', 'n04146614')"
11568.JPEG,"('school_bus', 'n04146614')"
11569.JPEG,"('school_bus', 'n04146614')"
1157.JPEG,"('pizza', 'n07873807')"
11570.JPEG,"('barn', 'n02793495')"
11571.JPEG,"('barn', 'n02793495')"
11572.JPEG,"('school_bus', 'n04146614')"
11573.JPEG,"('school_bus', 'n04146614')"
11574.JPEG,"('school_bus', 'n04146614')"
11575.JPEG,"('school_bus', 'n04146614')"
11576.JPEG,"('school_bus', 'n04146614')"
11577.JPEG,"('barn', 'n02793495')"
11578.JPEG,"('barn', 'n02793495')"
11579.JPEG,"('school_bus', 'n04146614')"
1158.JPEG,"('dragonfly', 'n02268443')"
11580.JPEG,"('school_bus', 'n04146614')"
11581.JPEG,"('barn', 'n02793495')"
11582.JPEG,"('barn', 'n02793495')"
11583.JPEG,"('barn', 'n02793495')"
11584.JPEG,"('school_bus', 'n04146614')"
11585.JPEG,"('barn', 'n02793495')"
11586.JPEG,"('school_bus', 'n04146614')"
11587.JPEG,"('school_bus', 'n04146614')"
11588.JPEG,"('barn', 'n02793495')"
11589.JPEG,"('school_bus', 'n04146614')"
1159.JPEG,"('pizza', 'n07873807')"
11590.JPEG,"('barn', 'n02793495')"
11591.JPEG,"('barn', 'n02793495')"
11592.JPEG,"('school_bus', 'n04146614')"
11593.JPEG,"('school_bus', 'n04146614')"
11594.JPEG,"('barn', 'n02793495')"
11595.JPEG,"('school_bus', 'n04146614')"
11596.JPEG,"('school_bus', 'n04146614')"
11597.JPEG,"('barn', 'n02793495')"
11598.JPEG,"('barn', 'n02793495')"
11599.JPEG,"('school_bus', 'n04146614')"
116.JPEG,"('spider_web', 'n04275548')"
1160.JPEG,"('barn', 'n02793495')"
11600.JPEG,"('tractor', 'n04465501')"
11601.JPEG,"('school_bus', 'n04146614')"
11602.JPEG,"('school_bus', 'n04146614')"
11603.JPEG,"('barn', 'n02793495')"
11604.JPEG,"('school_bus', 'n04146614')"
11605.JPEG,"('school_bus', 'n04146614')"
11606.JPEG,"('school_bus', 'n04146614')"
11607.JPEG,"('barn', 'n02793495')"
11608.JPEG,"('school_bus', 'n04146614')"
11609.JPEG,"('beacon', 'n02814860')"
1161.JPEG,"('pizza', 'n07873807')"
11610.JPEG,"('barn', 'n02793495')"
11611.JPEG,"('barn', 'n02793495')"
11612.JPEG,"('barn', 'n02793495')"
11613.JPEG,"('barn', 'n02793495')"
11614.JPEG,"('barn', 'n02793495')"
11615.JPEG,"('barn', 'n02793495')"
11616.JPEG,"('school_bus', 'n04146614')"
11617.JPEG,"('school_bus', 'n04146614')"
11618.JPEG,"('school_bus', 'n04146614')"
11619.JPEG,"('barn', 'n02793495')"
1162.JPEG,"('golden_retriever', 'n02099601')"
11620.JPEG,"('school_bus', 'n04146614')"
11621.JPEG,"('school_bus', 'n04146614')"
11622.JPEG,"('barn', 'n02793495')"
11623.JPEG,"('barn', 'n02793495')"
11624.JPEG,"('school_bus', 'n04146614')"
11625.JPEG,"('barn', 'n02793495')"
11626.JPEG,"('barn', 'n02793495')"
11627.JPEG,"('barn', 'n02793495')"
11628.JPEG,"('school_bus', 'n04146614')"
11629.JPEG,"('barn', 'n02793495')"
1163.JPEG,"('pizza', 'n07873807')"
11630.JPEG,"('barn', 'n02793495')"
11631.JPEG,"('school_bus', 'n04146614')"
11632.JPEG,"('school_bus', 'n04146614')"
11633.JPEG,"('school_bus', 'n04146614')"
11634.JPEG,"('school_bus', 'n04146614')"
11635.JPEG,"('barn', 'n02793495')"
11636.JPEG,"('school_bus', 'n04146614')"
11637.JPEG,"('barn', 'n02793495')"
11638.JPEG,"('barn', 'n02793495')"
11639.JPEG,"('beacon', 'n02814860')"
1164.JPEG,"('fly', 'n02190166')"
11640.JPEG,"('school_bus', 'n04146614')"
11641.JPEG,"('school_bus', 'n04146614')"
11642.JPEG,"('barn', 'n02793495')"
11643.JPEG,"('school_bus', 'n04146614')"
11644.JPEG,"('barn', 'n02793495')"
11645.JPEG,"('barn', 'n02793495')"
11646.JPEG,"('beacon', 'n02814860')"
11647.JPEG,"('barn', 'n02793495')"
11648.JPEG,"('barn', 'n02793495')"
11649.JPEG,"('barn', 'n02793495')"
1165.JPEG,"('pizza', 'n07873807')"
11650.JPEG,"('school_bus', 'n04146614')"
11651.JPEG,"('barn', 'n02793495')"
11652.JPEG,"('barn', 'n02793495')"
11653.JPEG,"('school_bus', 'n04146614')"
11654.JPEG,"('school_bus', 'n04146614')"
11655.JPEG,"('barn', 'n02793495')"
11656.JPEG,"('school_bus', 'n04146614')"
11657.JPEG,"('barn', 'n02793495')"
11658.JPEG,"('barn', 'n02793495')"
11659.JPEG,"('barn', 'n02793495')"
1166.JPEG,"('cockroach', 'n02233338')"
11660.JPEG,"('barn', 'n02793495')"
11661.JPEG,"('barn', 'n02793495')"
11662.JPEG,"('barn', 'n02793495')"
11663.JPEG,"('school_bus', 'n04146614')"
11664.JPEG,"('barn', 'n02793495')"
11665.JPEG,"('school_bus', 'n04146614')"
11666.JPEG,"('spider_web', 'n04275548')"
11667.JPEG,"('school_bus', 'n04146614')"
11668.JPEG,"('school_bus', 'n04146614')"
11669.JPEG,"('barn', 'n02793495')"
1167.JPEG,"('pizza', 'n07873807')"
11670.JPEG,"('barn', 'n02793495')"
11671.JPEG,"('school_bus', 'n04146614')"
11672.JPEG,"('barn', 'n02793495')"
11673.JPEG,"('spider_web', 'n04275548')"
11674.JPEG,"('barn', 'n02793495')"
11675.JPEG,"('barn', 'n02793495')"
11676.JPEG,"('barn', 'n02793495')"
11677.JPEG,"('barn', 'n02793495')"
11678.JPEG,"('school_bus', 'n04146614')"
11679.JPEG,"('barn', 'n02793495')"
1168.JPEG,"('spider_web', 'n04275548')"
11680.JPEG,"('barn', 'n02793495')"
11681.JPEG,"('beacon', 'n02814860')"
11682.JPEG,"('school_bus', 'n04146614')"
11683.JPEG,"('barn', 'n02793495')"
11684.JPEG,"('barn', 'n02793495')"
11685.JPEG,"('barn', 'n02793495')"
11686.JPEG,"('barn', 'n02793495')"
11687.JPEG,"('barn', 'n02793495')"
11688.JPEG,"('barn', 'n02793495')"
11689.JPEG,"('school_bus', 'n04146614')"
1169.JPEG,"('pizza', 'n07873807')"
11690.JPEG,"('barn', 'n02793495')"
11691.JPEG,"('school_bus', 'n04146614')"
